Computer_Time, BaseRightFront,BaseRightBack, BackRightL1,BackRightL2,Top,BackRightL3,BackRightL4,BackLeftL4,BackLeftL3,BackLeftL2, Middle, BackLeftL1, BaseLeftBack, BaseLeftRight,Posture
16:54:07,17.00,321,15,14,15,14,90,110,15,36,15,16,666,243,1
16:54:09,15.00,311,15,16,15,16,90,156,15,24,15,15,638,235,1
16:54:11,15.00,317,15,15,37,15,93,165,15,30,15,16,644,253,1
16:54:13,15.00,353,15,15,15,15,148,164,14,33,16,16,648,249,1
16:54:15,16.00,342,16,16,46,15,95,164,16,33,16,16,638,254,1
16:54:17,16.00,326,15,15,50,14,184,129,16,36,16,15,645,233,1
16:54:47,15.00,47,16,15,70,15,16,82,106,14,16,15,594,303,11
16:54:50,16.00,50,16,16,104,15,16,71,128,15,16,16,591,298,11
16:54:52,16.00,50,15,16,95,15,15,72,86,17,16,14,591,297,11
16:54:54,16.00,56,16,15,119,15,16,63,103,16,15,15,592,302,11
16:54:56,16.00,57,16,15,166,16,16,55,107,15,15,16,590,301,11
16:54:58,15.00,59,16,15,156,15,15,51,90,14,15,15,591,302,11
16:55:00,16.00,59,16,15,162,15,16,72,126,16,16,15,592,304,11
16:55:02,16.00,62,15,15,107,16,15,80,128,16,15,15,592,298,11
16:55:05,16.00,63,16,15,203,15,15,35,83,16,16,16,590,301,11
16:55:07,16.00,67,15,15,172,16,16,51,91,16,16,15,593,302,11
16:55:17,17.00,512,17,16,392,73,273,16,16,16,17,16,323,344,11
16:55:20,16.00,509,16,15,306,28,317,16,16,17,16,16,320,342,11
16:55:22,17.00,513,16,16,417,22,315,16,15,16,16,16,323,343,11
16:55:24,16.00,516,16,15,421,38,310,16,16,17,16,16,320,344,11
16:55:26,16.00,518,16,15,418,38,308,16,16,17,16,16,318,342,11
16:55:28,16.00,521,16,16,424,54,290,16,16,16,15,15,313,341,11
16:55:30,17.00,520,16,16,395,82,281,16,16,16,16,16,318,343,11
16:55:32,15.00,519,16,16,402,90,294,16,16,16,15,15,320,343,11
16:55:35,16.00,522,16,16,387,90,287,15,16,16,15,16,318,342,11
16:55:52,16.00,15,15,121,16,16,16,15,15,273,49,15,643,230,111
16:55:54,17.00,16,15,121,16,16,16,15,15,266,42,15,649,233,111
16:55:56,16.00,16,14,116,16,16,16,14,16,238,27,16,660,242,111
16:55:58,16.00,15,16,132,15,16,15,16,14,233,29,15,661,244,111
16:56:00,16.00,16,15,126,16,17,16,16,16,219,36,16,661,248,111
16:56:02,16.00,318,15,136,16,16,17,16,15,238,29,16,662,250,111
16:56:05,16.00,308,15,126,16,16,15,15,15,211,37,16,658,244,111
16:56:15,16.00,236,15,16,126,41,284,465,150,16,17,17,527,380,1111
16:56:17,16.00,224,16,16,123,45,279,439,176,16,16,15,530,384,1111
16:56:20,16.00,239,16,16,126,40,237,424,141,16,16,17,526,387,1111
16:56:22,16.00,235,16,16,124,51,256,440,147,16,16,17,525,384,1111
16:56:24,16.00,236,17,16,129,61,252,467,175,15,16,16,530,386,1111
16:56:26,16.00,239,15,16,130,45,263,435,169,17,16,15,529,390,1111
16:56:28,16.00,235,18,16,119,48,251,453,207,16,16,16,531,390,1111
16:56:30,17.00,234,15,15,127,50,215,470,203,16,16,16,534,390,1111
16:56:32,17.00,235,16,15,124,60,250,462,202,16,16,15,534,393,1111
16:56:35,16.00,239,16,16,119,59,265,469,199,15,16,16,534,393,1111
16:56:37,16.00,240,16,16,117,49,264,464,188,15,16,15,533,395,1111
16:56:39,17.00,240,15,16,114,60,273,470,201,16,16,16,534,397,1111
16:56:41,16.00,242,16,16,115,47,277,470,162,16,16,16,536,397,1111
16:56:43,16.00,243,15,15,116,61,275,477,214,16,16,16,536,397,1111
16:56:45,16.00,246,16,15,118,53,263,481,218,14,15,15,536,397,1
16:57:19,16.00,157,15,15,68,16,15,182,38,16,16,58,413,199,1
16:57:22,16.00,159,15,15,67,15,16,193,36,16,16,61,413,199,1
16:57:24,16.00,160,16,16,65,15,16,188,29,22,16,68,413,200,1
16:57:26,16.00,163,16,15,66,15,15,165,38,32,15,69,411,203,1
16:57:28,16.00,164,16,16,71,15,15,130,31,40,16,80,415,205,1
16:57:30,17.00,163,15,15,66,14,16,141,32,40,15,84,416,208,1
16:57:32,16.00,166,15,15,64,16,16,164,39,38,15,78,422,208,1
16:57:34,16.00,172,16,16,35,14,15,58,36,40,15,87,436,208,1
16:57:37,15.00,178,16,15,43,16,15,204,19,36,16,69,440,198,1
16:57:39,16.00,178,16,16,48,20,16,221,25,36,16,69,445,204,1
16:57:41,15.00,193,16,15,46,17,16,183,29,52,16,129,460,171,1
16:57:43,16.00,194,15,15,46,15,14,191,33,53,16,129,465,186,1
16:57:45,15.00,204,15,16,39,30,15,146,39,51,16,132,466,186,1
16:58:26,17.00,255,16,183,16,279,16,16,16,16,15,16,465,273,11
16:58:28,16.00,266,16,39,51,259,15,14,15,16,15,15,435,278,11
16:58:30,16.00,266,15,51,52,267,16,16,16,16,17,16,466,276,11
16:58:32,16.00,267,16,215,19,278,16,16,16,17,16,16,481,277,11
16:58:34,15.00,272,16,230,17,293,15,16,16,16,15,16,485,280,11
16:58:37,16.00,286,14,56,57,298,15,17,16,16,16,15,483,279,11
16:58:39,17.00,278,16,222,62,278,16,16,16,15,15,16,502,284,11
16:58:41,16.00,285,15,203,21,278,15,16,15,16,14,15,522,286,11
16:58:43,15.00,271,16,267,15,350,16,16,16,15,16,16,517,285,11
16:58:45,15.00,273,16,260,16,337,16,16,15,16,16,15,527,286,11
16:58:47,15.00,276,16,275,47,318,15,16,15,16,15,16,530,286,11
16:58:49,15.00,274,15,279,46,337,16,16,15,15,16,15,535,285,11
16:58:52,16.00,274,16,295,35,343,15,15,16,15,15,14,527,288,11
16:58:54,16.00,275,15,295,55,340,17,16,16,16,15,15,535,289,11
16:58:56,16.00,275,16,275,73,337,15,15,16,16,16,16,536,287,11
16:59:09,16.00,543,17,17,24,16,17,16,44,52,15,547,773,282,11
16:59:11,18.00,599,17,16,24,16,18,17,46,62,17,570,780,290,11
16:59:13,16.00,580,16,16,27,16,16,16,61,84,16,583,786,294,11
16:59:15,17.00,16,17,17,19,17,16,17,54,95,17,542,796,358,11
16:59:17,17.00,610,16,16,15,16,16,16,46,145,16,581,793,285,11
16:59:19,16.00,612,17,16,16,17,16,17,58,140,16,590,789,290,11
16:59:21,16.00,612,16,16,16,16,16,16,54,140,16,596,789,293,11
16:59:24,16.00,614,16,15,15,16,16,16,58,139,17,591,788,294,11
16:59:26,16.00,15,16,16,16,16,16,17,40,64,15,595,787,300,11
16:59:28,15.00,614,16,15,17,15,16,16,56,111,15,608,786,295,11
16:59:30,16.00,618,16,17,16,17,16,16,58,145,16,610,787,296,11
16:59:32,17.00,617,17,17,17,16,16,17,51,140,17,616,787,300,11
16:59:34,16.00,618,15,16,17,16,16,15,57,130,16,617,782,298,11
16:59:36,16.00,617,15,16,18,15,16,16,50,146,16,620,782,299,11
16:59:39,16.00,620,17,16,19,15,16,16,54,132,16,618,782,300,11
16:59:41,17.00,620,17,16,15,16,16,16,61,132,16,617,783,302,11
16:59:43,18.00,621,18,17,16,18,18,18,37,154,17,625,784,303,11
16:59:56,16.00,16,15,16,15,15,16,15,15,15,16,84,528,325,111
16:59:58,16.00,15,16,15,15,15,15,15,15,15,15,88,530,325,111
17:00:00,16.00,16,15,15,15,15,16,15,16,15,15,52,541,352,111
17:00:02,16.00,15,16,16,16,15,15,15,15,15,15,43,540,338,111
17:00:04,16.00,16,17,15,15,15,15,15,16,15,15,52,536,335,111
17:00:06,16.00,15,15,15,14,15,14,15,16,15,15,50,536,335,111
17:00:09,15.00,17,15,15,15,16,16,15,15,15,15,55,536,335,111
17:00:11,16.00,15,15,16,15,15,15,15,16,15,15,39,532,334,111
17:00:13,15.00,14,15,15,15,15,15,15,15,14,15,54,535,338,111
17:00:15,15.00,16,16,15,15,16,15,15,15,16,15,53,535,339,111
17:00:17,16.00,16,15,16,15,16,16,14,16,16,16,56,536,336,111
17:00:19,15.00,15,16,16,16,14,14,15,16,15,15,55,535,335,111
17:00:21,16.00,15,15,16,15,16,15,16,15,15,15,59,515,332,111
17:00:24,15.00,15,15,15,15,16,16,15,14,17,15,62,532,334,111
17:00:26,16.00,16,16,15,15,16,15,16,16,16,15,62,530,332,111
17:00:28,16.00,17,16,16,16,15,16,15,15,16,15,66,532,332,111
17:00:30,16.00,15,15,16,16,15,15,16,15,15,15,65,530,334,111
17:00:32,16.00,16,16,15,16,16,15,16,15,15,16,15,568,343,111
17:00:34,16.00,15,15,15,15,14,15,16,15,16,16,15,15,16,111
17:00:47,16.00,281,15,16,14,23,15,16,17,133,16,15,184,636,1111
17:00:49,16.00,16,15,16,15,51,16,46,133,240,16,33,16,562,1111
17:00:51,16.00,15,15,16,16,16,16,32,156,239,15,74,15,569,1111
17:00:54,14.00,16,16,17,15,15,16,37,142,257,15,99,16,573,1111
17:00:56,16.00,16,15,16,16,16,16,32,155,257,16,89,14,575,1111
17:00:58,16.00,16,16,16,15,16,16,37,155,262,15,95,15,577,1111
17:01:00,16.00,16,14,15,16,15,15,38,160,267,16,113,15,579,1111
17:01:02,16.00,15,15,15,15,15,16,35,156,266,16,126,15,578,1111
17:01:04,16.00,15,15,15,16,16,15,36,157,271,16,123,15,580,1111
17:01:06,15.00,15,15,16,16,17,16,35,163,264,15,114,15,582,1111
17:01:09,15.00,14,15,15,16,15,15,37,160,266,16,134,15,582,1111
17:01:11,16.00,16,15,14,16,18,16,41,160,266,15,132,16,582,1111
17:01:13,15.00,15,16,16,16,18,15,42,161,263,15,120,15,583,1111
17:01:15,16.00,16,16,15,16,18,16,41,167,265,16,133,16,585,1111
17:01:56,15.00,15,15,15,15,16,15,15,15,15,15,73,442,327,1
17:01:58,16.00,15,15,15,15,15,15,15,16,15,15,83,445,328,1
17:02:00,15.00,15,16,15,15,15,15,14,15,19,15,87,445,328,1
17:02:02,15.00,15,15,14,16,15,15,16,14,15,15,96,448,330,1
17:02:04,15.00,14,15,16,15,15,15,16,15,13,15,110,441,332,1
17:02:06,16.00,15,15,15,15,14,15,15,15,17,15,93,443,332,1
17:02:08,15.00,16,15,15,16,15,16,15,15,15,14,90,441,333,1
17:02:11,15.00,15,15,16,14,15,15,15,15,15,15,92,441,333,1
17:02:13,15.00,16,15,15,15,14,15,15,15,15,15,96,441,331,1
17:02:15,16.00,16,15,15,15,15,15,15,16,14,15,99,441,332,1
17:02:17,15.00,14,15,14,15,15,15,15,15,14,15,105,441,334,1
17:02:19,15.00,15,15,15,15,15,15,15,15,15,15,105,440,331,1
17:02:21,15.00,15,15,15,15,15,15,15,15,15,16,105,440,333,1
17:02:23,16.00,15,14,15,15,14,14,15,15,14,15,101,440,333,1
17:02:26,16.00,14,16,16,15,15,15,15,15,15,15,107,442,333,1
17:02:28,16.00,16,15,15,16,15,16,15,15,15,15,96,440,334,1
17:02:49,16.00,124,16,15,16,15,16,15,76,221,15,265,15,456,11
17:02:51,16.00,124,15,16,16,14,15,15,65,236,16,279,15,454,11
17:02:53,16.00,126,16,16,15,16,16,15,69,245,15,306,15,456,11
17:02:56,16.00,120,16,16,16,16,16,16,68,244,12,306,15,454,11
17:02:58,15.00,123,15,15,15,15,16,14,67,242,15,304,16,448,11
17:03:00,16.00,126,15,15,15,15,15,15,73,246,15,318,15,444,11
17:03:02,16.00,126,16,15,14,15,16,16,75,252,15,332,15,448,11
17:03:04,16.00,125,16,16,16,16,15,15,72,230,16,315,15,447,11
17:03:06,15.00,128,16,15,15,14,16,15,64,229,15,304,16,448,11
17:03:08,16.00,131,15,15,16,16,16,16,80,230,16,335,15,446,11
17:03:11,17.00,128,15,15,16,15,15,15,73,245,16,324,15,446,11
17:03:13,16.00,129,15,15,15,16,16,16,62,230,15,330,15,447,11
17:03:15,15.00,138,15,16,15,15,15,16,76,244,15,312,16,448,11
17:03:17,16.00,136,16,15,16,15,16,15,55,243,15,306,16,451,11
17:03:32,16.00,15,15,384,15,16,15,15,15,16,16,187,15,188,11
17:03:34,16.00,15,16,328,15,16,15,15,33,16,15,126,15,218,11
17:03:36,16.00,15,15,324,15,13,15,16,49,16,15,152,15,237,11
17:03:38,16.00,15,15,309,16,15,15,15,55,15,16,114,16,243,11
17:03:41,16.00,15,16,304,15,15,16,15,47,15,15,181,15,252,11
17:03:43,15.00,15,15,355,15,16,15,15,33,16,16,196,16,240,11
17:03:45,15.00,15,15,349,16,15,15,15,33,16,15,200,15,244,11
17:03:47,16.00,15,16,355,15,16,15,15,34,16,15,196,15,247,11
17:03:49,16.00,16,15,352,15,15,15,16,41,15,15,189,14,252,11
17:03:51,16.00,15,15,351,14,15,15,15,34,15,16,186,14,256,11
17:03:53,16.00,15,16,349,16,15,16,16,37,16,16,176,15,255,11
17:03:56,16.00,15,15,351,15,15,15,15,33,15,16,174,16,252,11
17:03:58,16.00,15,16,352,15,15,15,15,38,15,15,147,15,245,11
17:04:08,16.00,16,16,16,16,15,15,15,15,15,15,16,554,245,111
17:04:11,16.00,15,16,16,16,15,15,16,15,15,15,15,560,241,111
17:04:13,16.00,16,16,16,15,16,16,16,15,16,15,16,555,242,111
17:04:15,17.00,15,16,16,16,15,16,16,16,16,16,17,554,239,111
17:04:17,15.00,16,15,16,15,16,16,15,15,15,15,16,566,242,111
17:04:19,16.00,16,16,16,15,16,15,15,16,15,16,16,565,243,111
17:04:21,16.00,15,15,15,16,16,15,14,16,15,15,16,515,275,111
17:04:23,15.00,16,15,14,15,15,16,15,15,16,15,16,476,338,111
17:04:26,16.00,15,15,16,15,15,15,15,16,16,15,15,488,345,111
17:04:28,15.00,15,14,15,15,16,16,16,16,15,15,15,455,329,111
17:04:30,15.00,15,16,16,16,15,15,15,16,16,15,16,449,332,111
17:04:32,15.00,16,16,16,15,15,16,15,16,15,15,15,418,332,111
17:04:34,15.00,15,15,15,15,15,16,15,15,15,15,15,467,306,111
17:04:36,16.00,15,15,15,15,15,15,16,15,16,15,15,463,283,111
17:04:38,15.00,15,15,15,15,16,15,15,15,15,15,15,469,287,111
17:04:41,15.00,15,15,14,15,15,16,15,15,15,15,15,469,287,111
17:04:43,15.00,15,15,15,16,16,15,15,15,16,15,15,465,288,111
17:04:45,16.00,16,16,15,14,15,16,17,15,14,15,15,464,290,111
17:04:47,16.00,15,16,16,15,15,15,15,15,16,15,15,464,289,111
17:04:49,16.00,16,15,15,15,16,15,16,15,15,16,15,460,288,111
17:04:51,15.00,15,15,15,15,16,16,16,15,14,15,14,465,290,111
17:04:53,15.00,15,15,16,15,15,15,14,16,16,14,15,462,289,111
17:04:55,16.00,16,15,14,14,15,15,16,15,14,15,16,460,290,111
17:04:58,16.00,15,14,15,15,15,15,15,15,16,15,15,459,291,111
17:05:00,16.00,15,16,16,15,15,15,16,16,16,15,15,456,292,111
17:05:02,16.00,15,15,15,15,16,15,15,15,15,15,15,460,294,111
17:05:04,16.00,15,15,15,15,15,15,14,15,15,15,16,456,294,111
17:05:06,15.00,15,15,16,15,15,15,16,15,15,16,15,457,291,111
17:05:23,16.00,215,16,16,68,242,292,69,107,112,16,16,403,323,1111
17:05:25,16.00,233,15,16,60,242,222,72,112,109,16,20,414,330,1111
17:05:28,17.00,239,15,15,59,232,201,82,132,123,16,28,423,335,1111
17:05:30,15.00,240,16,16,44,226,175,81,119,129,15,47,410,335,1111
17:05:32,16.00,242,16,15,50,266,81,69,120,103,16,15,408,330,1111
17:05:34,16.00,232,17,15,67,212,19,75,126,123,15,29,405,333,1111
17:05:36,16.00,232,15,15,62,223,62,64,101,119,16,44,412,334,1111
17:05:38,16.00,248,16,16,38,224,16,16,121,143,16,70,421,326,1111
17:05:40,16.00,245,15,16,16,195,39,15,93,158,15,135,414,310,1111
17:05:43,17.00,262,16,16,57,173,15,16,125,106,16,16,428,348,1111
17:05:45,16.00,243,16,16,40,275,90,52,143,177,16,42,442,329,1111
17:05:47,16.00,247,15,16,43,254,42,56,142,158,15,77,438,328,1111
17:05:49,16.00,251,15,15,19,257,51,51,121,162,16,144,435,330,1111
17:05:51,16.00,250,16,15,41,213,45,16,122,133,15,39,415,344,1111
17:05:53,16.00,245,15,16,16,182,44,16,103,120,15,30,384,359,1111
17:05:55,16.00,247,16,15,34,165,38,16,135,158,16,99,404,331,1111
17:05:58,16.00,258,15,15,35,163,16,15,132,133,16,50,406,324,1111
17:06:00,17.00,253,16,16,44,199,37,15,123,113,15,20,409,326,1111
17:06:02,15.00,253,16,16,46,224,55,19,104,120,15,62,407,328,1111
17:06:04,15.00,251,15,15,55,240,65,68,134,110,15,31,410,331,1111
17:06:06,16.00,252,16,15,37,240,64,75,137,116,19,21,409,335,1111
17:06:08,16.00,260,16,14,40,247,93,78,142,120,16,46,412,332,1111
17:06:10,16.00,255,16,16,45,267,109,107,110,126,16,44,413,332,1111
17:06:13,16.00,255,16,15,49,263,82,103,141,135,16,61,412,336,1111
17:06:45,15.00,15,15,15,16,16,15,164,15,114,265,144,716,150,1
17:06:47,16.00,15,15,15,15,15,15,118,15,100,269,189,723,152,1
17:06:49,16.00,15,16,15,16,15,15,15,16,73,280,51,728,158,1
17:06:51,15.00,16,15,15,15,15,16,15,15,73,289,76,732,149,1
17:06:53,15.00,15,15,16,15,15,14,181,19,18,15,27,462,179,1
17:06:55,15.00,15,15,16,15,15,15,225,40,48,15,57,461,189,1
17:06:58,16.00,15,15,15,15,15,15,191,64,72,15,99,453,186,1
17:07:00,15.00,15,15,14,15,15,15,97,35,31,16,89,470,193,1
17:07:02,15.00,15,16,15,15,17,15,181,16,16,16,130,478,244,1
17:07:04,15.00,15,14,15,15,16,15,205,23,41,15,40,497,181,1
17:07:06,15.00,14,14,15,15,15,16,199,55,36,15,81,493,177,1
17:07:08,15.00,15,15,16,15,15,15,124,47,68,15,97,496,179,1
17:07:10,16.00,15,16,16,15,15,15,148,59,75,16,130,497,181,1
17:07:12,17.00,15,18,16,17,17,16,76,44,81,17,160,494,180,1
17:07:15,17.00,16,16,17,16,16,17,25,30,85,17,180,495,179,1
17:07:17,16.00,15,16,16,16,15,15,15,16,84,16,177,504,181,1
17:07:19,17.00,16,15,15,15,15,15,39,15,84,15,155,500,182,1
17:07:21,16.00,16,15,16,15,16,15,73,27,73,15,139,499,184,1
17:07:23,16.00,16,15,15,16,15,16,49,21,85,15,176,496,182,1
17:07:42,16.00,16,16,16,16,16,16,16,48,310,16,16,596,279,11
17:07:45,15.00,16,16,15,15,15,15,16,51,304,16,15,596,282,11
17:07:47,16.00,15,16,15,15,15,16,16,50,312,16,15,600,281,11
17:07:49,16.00,15,16,15,16,16,15,16,65,311,15,15,599,270,11
17:07:51,16.00,16,16,16,29,16,16,16,64,330,16,16,594,270,11
17:07:53,16.00,16,16,15,20,16,16,16,52,327,16,16,596,261,11
17:07:55,16.00,16,16,17,19,15,16,16,39,238,16,17,597,270,11
17:07:57,16.00,15,16,16,49,14,15,16,35,223,15,15,557,260,11
17:08:00,16.00,15,16,16,23,16,16,15,32,212,15,16,547,284,11
17:08:02,17.00,15,16,16,21,15,16,16,36,236,15,15,568,276,11
17:08:04,16.00,17,15,15,21,16,17,15,37,247,16,15,565,269,11
17:08:06,16.00,15,15,16,23,16,16,16,39,268,16,16,571,274,11
17:08:36,15.00,14,16,287,63,55,14,14,15,15,14,16,346,16,11
17:08:38,16.00,16,17,271,63,89,16,16,16,16,15,17,351,16,11
17:08:40,17.00,16,16,269,68,124,16,16,16,16,16,16,342,17,11
17:08:42,17.00,17,16,185,107,93,17,16,15,17,16,17,354,17,11
17:08:45,17.00,16,15,242,71,39,16,16,16,17,16,17,343,16,11
17:08:47,17.00,17,16,271,71,82,16,17,16,17,17,16,356,17,11
17:08:49,17.00,16,16,253,95,72,17,16,16,15,16,16,380,16,11
17:08:51,15.00,16,16,320,125,20,16,15,16,16,15,16,359,16,11
17:08:53,16.00,15,16,338,29,16,15,15,15,16,16,16,389,16,11
17:08:55,16.00,15,16,355,95,15,15,15,16,15,15,15,387,16,11
17:08:57,16.00,16,15,318,82,16,16,15,16,15,16,15,386,15,1
17:09:08,17.00,17,16,15,16,16,16,16,16,72,134,292,520,61,111
17:09:10,17.00,15,16,16,16,16,16,15,16,81,140,295,519,61,111
17:09:12,16.00,16,16,16,16,16,16,16,17,79,136,302,511,63,111
17:09:15,16.00,17,16,16,15,17,15,16,16,77,145,311,496,60,111
17:09:17,17.00,16,16,17,16,16,15,16,16,74,151,331,494,60,111
17:09:19,17.00,15,17,16,17,17,16,17,17,72,158,339,490,63,111
17:09:21,16.00,16,17,16,16,16,15,15,17,74,169,347,512,63,111
17:09:23,17.00,17,18,17,17,17,17,17,18,76,171,356,520,66,111
17:09:25,17.00,16,16,15,15,16,16,16,17,88,147,324,511,61,111
17:09:27,17.00,17,16,17,17,17,17,17,18,72,161,366,524,50,111
17:09:30,18.00,17,18,18,17,17,18,18,16,77,171,362,520,61,111
17:09:32,17.00,16,16,16,16,16,576,16,17,71,171,373,534,56,111
17:09:34,17.00,16,17,17,17,17,17,16,16,83,169,369,526,62,111
17:09:36,16.00,17,17,16,17,16,16,16,16,78,171,374,530,61,111
17:09:38,18.00,18,17,17,17,17,16,17,16,76,167,381,534,57,111
17:09:40,16.00,16,16,15,16,16,15,17,16,79,165,384,530,64,111
17:09:42,18.00,16,17,17,18,17,17,16,16,77,167,380,533,59,111
17:09:45,18.00,16,17,16,16,17,17,17,17,77,162,348,531,64,111
17:09:47,17.00,16,17,15,16,17,16,17,17,81,160,265,574,78,111
17:09:49,17.00,16,16,17,16,16,16,17,16,74,168,253,573,75,111
17:09:51,17.00,17,16,17,16,17,17,17,18,81,187,375,551,57,111
17:10:06,17.00,193,17,17,16,191,17,231,123,74,18,16,425,298,1111
17:10:08,17.00,292,17,16,15,251,61,203,56,34,16,16,354,316,1111
17:10:10,17.00,295,16,16,17,268,50,206,104,42,17,16,353,315,1111
17:10:12,16.00,294,16,16,17,202,39,218,103,42,16,16,361,319,1111
17:10:14,16.00,296,16,16,15,177,16,228,117,43,17,16,364,318,1111
17:10:17,16.00,292,15,16,16,237,39,206,96,51,16,16,365,320,1111
17:10:19,17.00,293,16,16,17,252,43,202,121,50,17,16,364,301,1111
17:10:21,17.00,299,16,15,16,279,60,210,118,51,16,16,357,304,1111
17:10:23,18.00,301,17,17,17,273,59,215,123,49,16,16,363,305,1111
17:10:25,16.00,178,16,15,16,180,48,242,158,28,17,18,332,295,1111
17:10:27,17.00,308,14,17,17,294,107,226,157,44,17,17,352,293,1111
17:10:29,17.00,310,18,18,18,266,41,216,150,31,17,18,357,297,1111
17:10:32,17.00,304,17,18,17,271,45,214,151,39,17,17,359,303,1111
17:10:34,17.00,306,17,17,17,283,60,226,154,40,17,17,369,304,1111
17:10:36,18.00,310,18,17,17,283,75,217,137,41,17,17,368,308,1111
17:11:25,310.00,16,84,300,18,18,18,17,17,158,229,181,575,1015,1
17:11:27,317.00,16,87,343,17,16,17,16,17,175,176,136,552,1013,1
17:11:29,378.00,16,72,280,17,16,16,16,16,157,197,138,575,1012,1
17:12:02,222.00,16,22,211,15,27,16,16,16,137,147,18,498,201,1
17:12:04,227.00,15,34,223,15,16,15,15,16,130,146,18,500,195,1
17:12:06,231.00,19,39,230,18,32,19,18,18,139,150,21,501,196,1
17:12:08,231.00,15,31,200,16,16,15,16,16,130,161,18,506,213,1
17:12:10,238.00,16,35,224,15,15,15,15,15,139,156,18,509,219,1
17:12:12,236.00,16,38,219,16,15,15,15,15,129,153,17,511,213,1
17:12:14,232.00,16,33,234,16,16,15,15,16,131,152,18,513,212,1
17:12:17,229.00,16,33,234,16,16,16,16,15,131,163,19,512,199,1
17:12:19,230.00,16,33,233,15,16,16,15,15,131,165,18,511,207,1
17:12:21,230.00,15,35,233,16,16,16,15,16,132,172,17,511,206,1
17:12:23,230.00,16,35,233,16,15,17,15,15,134,174,18,512,206,1
17:12:25,233.00,15,33,213,16,15,16,15,15,126,156,19,515,206,1
17:12:27,238.00,14,34,201,15,15,15,16,16,122,168,18,511,204,1
17:12:29,238.00,15,38,202,17,16,16,16,15,130,175,18,511,204,1
17:12:32,236.00,16,36,222,15,16,16,16,15,134,170,18,514,176,1
17:12:55,341.00,16,15,16,176,16,35,15,17,17,16,16,600,16,11
17:12:57,346.00,15,15,15,126,16,31,37,16,16,16,16,591,36,11
17:12:59,340.00,17,17,18,128,17,35,41,19,17,18,17,600,55,11
17:13:01,345.00,16,17,16,108,17,20,116,25,17,17,16,605,44,11
17:13:04,349.00,16,15,15,95,16,61,61,17,16,16,15,588,35,11
17:13:06,342.00,16,16,17,151,17,45,37,18,16,18,17,590,48,11
17:13:08,345.00,15,15,15,280,16,41,51,17,17,16,15,594,60,11
17:13:10,343.00,16,16,16,98,15,30,36,18,16,17,16,596,64,11
17:13:12,344.00,18,18,18,156,18,36,17,20,17,18,17,596,65,11
17:13:14,343.00,17,17,17,247,17,27,18,19,18,19,17,595,64,11
17:13:16,345.00,16,16,16,168,17,52,22,17,16,17,16,595,69,11
17:13:19,342.00,16,16,16,223,16,46,16,18,16,17,16,597,64,11
17:13:21,343.00,16,16,16,155,16,39,16,18,16,16,16,597,69,11
17:13:23,344.00,16,16,15,222,17,40,16,17,16,16,15,597,70,11
17:13:25,342.00,18,17,17,116,18,19,17,19,17,18,17,596,91,11
17:13:27,345.00,16,16,16,179,16,26,16,17,15,16,16,597,92,11
17:13:29,341.00,16,15,17,206,16,43,16,18,16,16,16,596,94,11
17:13:31,342.00,17,17,17,229,16,45,16,18,17,16,17,597,99,11
17:13:34,338.00,15,16,16,237,16,39,16,17,16,17,18,602,96,11
17:14:29,394.00,15,15,15,15,15,15,16,16,16,15,15,582,97,111
17:14:31,338.00,15,16,15,15,16,16,16,15,15,15,16,590,104,111
17:14:34,426.00,15,15,15,15,16,15,15,15,15,16,15,503,59,111
17:14:36,402.00,15,241,217,16,17,16,15,16,224,79,47,416,66,111
17:14:38,388.00,16,158,69,17,15,16,15,16,120,15,17,437,123,111
17:14:40,440.00,15,135,68,16,16,15,16,15,82,15,15,470,27,111
17:14:46,428.00,16,186,52,17,18,17,16,16,109,17,18,426,110,111
17:14:49,428.00,17,195,71,15,15,16,16,15,110,16,18,426,114,111
