Computer_Time, BaseRightFront,BaseRightBack, BackRightL1,BackRightL2,Top,BackRightL3,BackRightL4,BackLeftL4,BackLeftL3,BackLeftL2, Middle, BackLeftL1, BaseLeftBack, BaseLeftRight,Posture
17:32:37,353.00,16,16,158,130,81,123,126,16,72,16,412,644,337,1
17:32:39,347.00,15,16,158,151,92,84,112,15,92,16,418,644,338,1
17:32:41,340.00,15,15,164,141,101,73,109,16,92,15,420,645,336,1
17:32:43,345.00,16,16,160,138,104,88,129,16,91,16,407,645,335,1
17:32:46,347.00,16,16,172,158,103,69,98,16,97,15,425,644,338,1
17:33:50,218.00,17,16,16,92,17,17,16,212,17,16,274,613,16,11
17:33:52,216.00,16,15,16,94,15,16,29,207,15,15,252,607,15,11
17:33:54,192.00,16,17,16,16,15,16,16,122,112,16,270,596,15,11
17:33:56,205.00,15,16,16,74,16,16,16,221,200,16,268,599,16,11
17:33:58,205.00,15,16,19,89,15,15,17,230,223,16,268,596,16,11
17:34:01,205.00,15,15,36,90,16,16,15,216,154,15,267,598,16,11
17:34:03,207.00,16,16,15,193,15,16,15,171,84,16,253,567,16,11
17:34:05,209.00,16,16,16,82,15,16,55,216,110,16,239,568,40,11
17:34:07,211.00,15,15,15,73,15,15,71,225,106,15,241,575,23,11
17:34:09,211.00,16,16,16,76,15,15,63,230,108,15,243,574,21,11
17:34:11,202.00,16,15,15,87,16,16,69,226,131,15,241,580,16,11
17:34:13,207.00,16,15,15,72,15,16,60,224,122,15,237,578,20,11
17:34:15,211.00,16,15,16,87,16,16,62,250,150,16,253,582,15,11
17:34:18,209.00,16,16,16,72,16,16,59,246,163,16,245,579,21,11
17:34:20,211.00,15,16,16,83,15,15,75,260,147,15,256,580,67,11
17:34:22,210.00,16,15,16,77,16,15,62,264,155,16,256,581,36,11
17:34:24,211.00,14,15,15,86,16,16,70,267,149,16,262,582,40,11
17:34:26,211.00,16,16,16,80,15,15,66,271,169,14,258,582,46,11
17:34:28,211.00,15,16,16,78,16,16,52,269,174,16,259,582,37,11
17:34:30,209.00,16,15,16,69,15,16,50,273,167,16,258,580,72,11
17:34:33,209.00,17,16,16,74,15,16,53,271,170,16,256,579,67,11
17:34:35,212.00,16,16,16,84,16,15,52,256,174,17,258,582,68,11
17:34:37,212.00,16,16,17,77,16,16,53,270,173,16,202,566,69,11
17:34:39,213.00,16,15,16,78,15,17,48,268,173,16,211,564,95,11
17:34:41,211.00,16,17,13,75,16,16,51,278,193,15,216,565,101,11
17:34:43,215.00,16,13,15,80,15,16,51,268,165,16,217,570,90,11
17:34:45,216.00,16,16,16,70,16,16,64,259,178,16,231,575,100,11
17:34:48,195.00,15,16,16,65,16,18,49,281,184,15,237,570,148,11
17:34:50,196.00,16,16,17,85,15,15,36,263,150,16,235,572,153,11
17:34:52,168.00,16,16,15,69,17,16,44,260,141,16,236,568,148,11
17:34:54,170.00,17,16,16,78,16,16,50,290,140,16,226,566,161,11
17:37:03,299.00,16,16,339,16,185,16,16,16,17,16,99,665,270,11
17:37:05,316.00,16,16,652,16,126,17,16,15,16,17,313,590,16,11
17:37:07,264.00,16,16,419,16,296,52,16,16,16,16,16,468,17,11
17:37:09,228.00,15,16,467,17,343,42,15,28,15,15,15,486,16,11
17:37:11,225.00,16,16,486,16,348,39,15,16,15,15,33,489,15,11
17:37:13,227.00,15,16,488,15,350,43,16,19,16,16,34,490,16,11
17:37:15,231.00,15,16,493,16,347,39,16,30,16,16,37,492,16,11
17:37:17,231.00,16,15,507,15,348,47,17,16,16,16,43,492,16,11
17:37:20,227.00,17,16,500,26,347,47,16,16,16,16,42,495,16,11
17:37:22,229.00,15,16,504,32,343,45,15,16,15,15,47,496,15,11
17:37:24,230.00,16,17,511,15,355,53,16,15,15,16,41,497,16,11
17:37:26,232.00,16,15,515,27,355,40,16,16,16,16,45,496,15,11
17:37:28,230.00,16,16,516,15,345,47,16,16,16,16,54,497,16,11
17:37:30,233.00,15,14,518,27,349,45,15,16,15,15,52,501,16,11
17:37:32,235.00,15,16,504,40,353,45,16,15,16,16,53,498,16,11
17:37:35,229.00,15,15,506,33,354,45,15,16,16,15,47,502,16,11
17:37:37,229.00,16,15,480,37,354,56,15,16,16,15,43,502,16,11
17:37:39,232.00,16,16,513,35,369,52,16,15,16,15,39,501,16,11
17:37:41,228.00,16,15,482,43,367,57,15,16,16,15,40,504,16,11
17:37:43,225.00,15,16,486,39,366,57,16,17,16,16,43,504,15,11
17:37:45,228.00,16,15,503,15,373,42,15,16,15,16,49,503,15,11
17:37:47,230.00,16,16,490,16,334,128,16,15,15,16,33,504,15,11
17:37:50,229.00,16,16,483,16,366,90,14,16,15,15,57,497,15,11
17:37:52,231.00,16,16,487,15,371,104,16,16,15,16,53,498,16,11
17:37:54,231.00,16,15,490,15,373,101,15,15,15,16,48,498,15,11
17:37:56,232.00,16,16,489,16,372,102,17,15,16,15,55,499,16,11
17:37:58,233.00,15,16,494,16,375,106,16,15,15,16,53,499,15,11
17:38:00,233.00,16,15,498,16,379,104,15,16,16,15,48,500,15,11
17:38:17,351.00,15,15,70,16,16,16,16,16,15,15,15,397,328,111
17:38:20,403.00,16,16,16,16,15,17,16,16,15,15,16,529,337,111
17:38:22,387.00,16,16,266,15,31,15,16,17,363,16,15,514,296,111
17:38:24,398.00,16,16,153,16,15,16,15,16,54,15,15,474,309,111
17:38:26,396.00,16,15,151,17,15,15,15,17,50,15,16,481,311,111
17:38:28,403.00,15,16,152,15,16,16,16,15,70,17,16,492,323,111
17:38:30,401.00,15,16,150,16,16,16,16,15,70,15,16,490,322,111
17:38:32,398.00,17,15,169,16,16,15,16,15,56,15,16,490,320,111
17:38:35,399.00,16,16,162,16,16,16,15,16,44,15,16,493,324,111
17:38:37,399.00,15,16,149,15,17,16,15,17,32,16,16,492,325,111
17:38:39,399.00,15,15,151,16,15,16,16,16,34,17,16,493,324,111
17:38:41,400.00,16,16,155,15,16,15,15,15,20,16,16,494,326,111
17:38:43,400.00,16,16,159,15,16,16,16,15,35,16,16,494,327,111
17:38:45,401.00,15,15,134,15,16,15,16,15,46,15,16,491,328,111
17:38:47,398.00,15,15,152,16,16,16,15,16,27,15,16,496,328,111
17:38:50,410.00,15,16,16,16,15,16,15,16,16,17,16,525,345,111
17:38:52,409.00,15,16,15,16,16,16,16,15,16,16,16,557,361,111
17:38:54,416.00,15,15,217,16,16,15,16,16,16,16,15,522,327,111
17:38:56,421.00,16,16,420,15,16,16,15,15,15,16,16,509,327,111
17:38:58,419.00,16,15,425,16,16,15,15,16,16,15,15,505,325,111
17:39:00,418.00,15,15,435,16,16,16,15,15,16,14,16,504,325,111
17:39:02,418.00,15,16,429,16,16,16,15,15,14,16,16,502,325,111
17:39:05,400.00,17,16,416,15,16,16,15,16,16,15,16,532,342,111
17:39:07,407.00,16,15,511,16,16,16,16,16,16,17,16,524,337,111
17:39:09,408.00,16,17,465,16,16,16,16,16,16,16,17,524,338,111
17:39:11,405.00,16,16,548,16,16,15,16,16,17,16,15,503,331,111
17:39:13,410.00,17,16,556,16,16,16,16,16,16,16,15,507,334,111
17:39:15,408.00,16,16,575,15,16,16,16,15,16,16,16,516,339,111
17:39:17,406.00,15,17,565,16,16,15,16,16,15,16,16,511,336,111
17:39:20,402.00,16,16,568,16,15,17,16,14,16,16,16,507,334,111
17:39:22,404.00,16,16,568,16,16,15,16,16,16,16,16,506,333,111
17:39:24,401.00,16,16,566,16,16,16,16,17,15,16,16,503,332,111
17:39:26,403.00,16,16,571,16,15,16,17,16,15,16,16,505,332,111
17:39:28,404.00,17,16,580,15,15,16,16,15,15,16,16,502,331,111
17:39:30,405.00,17,16,579,16,16,15,16,16,16,16,15,505,333,111
17:39:32,405.00,15,16,578,16,16,16,16,16,17,15,15,505,334,111
17:39:35,407.00,16,15,580,16,16,16,17,16,16,15,16,522,342,111
17:39:37,400.00,16,16,552,16,16,14,16,15,15,16,17,519,338,111
17:39:39,399.00,15,16,491,16,16,15,17,16,15,16,15,513,334,111
17:39:41,400.00,16,16,521,16,15,15,16,15,16,15,16,519,336,111
17:39:43,399.00,15,15,536,16,16,16,16,16,16,16,16,514,337,111
17:39:45,401.00,15,15,424,16,16,16,17,15,17,17,16,526,341,111
17:39:47,399.00,16,16,533,16,17,16,15,15,15,16,16,519,339,111
17:39:50,403.00,16,16,541,16,16,15,16,16,17,16,15,519,341,111
17:39:52,408.00,16,16,525,16,15,16,17,16,15,15,16,519,332,111
17:39:54,368.00,15,16,564,16,16,16,16,16,16,16,16,537,291,111
17:39:56,409.00,16,15,578,15,15,15,16,16,16,17,17,521,308,111
17:39:58,403.00,15,15,601,16,16,16,16,16,16,16,15,523,314,111
17:40:00,401.00,16,16,589,15,16,16,16,16,16,15,16,525,314,111
17:40:49,391.00,16,15,225,42,94,16,16,16,16,16,17,510,392,1111
17:40:52,331.00,16,16,213,50,91,16,41,16,16,16,16,501,362,1111
17:40:54,359.00,16,15,250,71,107,16,105,36,15,16,15,458,347,1111
17:40:56,258.00,15,15,337,60,202,79,164,65,16,17,16,392,294,1111
17:40:58,222.00,15,17,477,23,115,407,132,58,18,16,15,386,257,1111
17:41:00,198.00,16,17,480,50,246,366,184,117,35,16,110,391,236,1111
17:41:02,306.00,16,16,526,76,222,143,128,55,16,16,31,387,259,1111
17:41:04,182.00,16,16,387,17,17,656,244,104,29,16,16,370,264,1111
17:41:07,204.00,16,16,488,17,66,273,163,118,42,16,16,419,274,1111
17:41:09,179.00,17,16,450,21,40,573,227,137,16,16,19,385,244,1111
17:41:11,200.00,16,15,409,17,16,639,247,99,16,17,15,371,251,1111
17:41:13,180.00,17,16,439,16,16,663,256,120,16,16,16,371,254,1111
17:41:15,184.00,16,16,449,17,63,612,273,126,17,16,16,371,252,1111
17:41:17,185.00,16,16,449,15,55,629,269,127,26,16,16,369,253,1111
17:41:19,182.00,16,17,462,16,66,414,498,141,16,16,15,387,266,1111
17:41:22,202.00,15,16,518,31,68,326,352,161,20,16,16,387,268,1111
17:41:24,189.00,17,16,448,17,24,503,265,155,16,16,16,374,257,1111
17:41:26,164.00,16,16,468,48,75,454,400,168,15,16,16,391,282,1111
17:41:28,193.00,17,16,238,45,72,598,449,63,16,16,17,393,281,1111
17:41:30,178.00,16,15,437,17,84,636,380,94,71,16,16,408,284,1111
17:41:32,188.00,16,16,436,55,17,627,199,75,16,15,16,407,285,1111
17:41:34,185.00,16,16,407,44,16,643,183,87,93,17,16,402,282,1111
17:41:37,187.00,17,16,322,62,16,662,194,59,101,15,17,398,286,1111
17:41:39,192.00,16,16,367,40,16,668,224,41,69,17,16,377,264,1111
17:41:41,199.00,16,16,376,49,15,663,228,48,60,15,16,385,272,1111
17:41:43,197.00,17,16,381,47,16,682,242,47,65,16,16,374,272,1111
17:41:45,194.00,16,17,384,53,16,683,242,45,65,15,16,373,271,1111
17:41:47,197.00,16,15,380,48,15,689,264,44,43,16,16,375,251,1111
17:41:49,329.00,16,16,146,49,15,524,256,33,15,16,16,426,298,1111
17:41:52,428.00,15,16,152,16,16,16,17,16,15,15,16,530,401,1111
17:42:07,278.00,14,15,15,15,168,14,14,28,14,15,14,441,212,1
17:42:09,280.00,14,14,15,15,197,15,15,37,16,15,15,441,219,1
17:42:11,280.00,14,15,15,14,207,14,14,47,15,14,15,443,219,1
17:42:13,279.00,14,15,15,15,217,15,15,49,15,15,15,442,221,1
17:42:15,280.00,15,15,15,15,211,15,15,50,15,15,15,444,222,1
17:42:17,281.00,15,14,15,15,153,14,14,41,14,15,15,452,223,1
17:42:19,279.00,15,15,15,16,72,15,14,28,15,15,15,441,211,1
17:42:22,285.00,15,15,15,15,195,15,15,33,15,15,15,445,220,1
17:42:24,284.00,15,15,15,14,219,14,15,34,15,14,15,443,221,1
17:42:26,280.00,14,15,14,15,215,15,15,38,16,16,14,448,223,1
17:42:28,281.00,14,15,15,15,205,15,15,39,14,14,14,448,223,1
17:42:30,277.00,15,15,15,14,171,14,15,50,15,14,15,456,225,1
17:42:32,282.00,15,14,14,15,293,15,16,39,15,16,15,452,223,1
17:42:34,266.00,15,15,14,15,75,14,14,65,15,16,15,449,211,1
17:42:37,271.00,15,14,15,15,207,15,14,47,15,15,15,461,210,1
17:42:39,275.00,15,15,14,15,52,15,15,15,15,14,31,453,205,1
17:42:41,260.00,15,15,17,14,15,14,15,15,67,14,57,472,208,1
17:42:43,272.00,15,14,15,15,127,15,14,29,47,15,80,457,210,1
17:42:45,269.00,15,16,15,15,128,15,15,30,46,14,81,453,212,1
17:42:47,269.00,14,14,15,15,105,14,15,31,41,15,90,454,213,1
17:42:49,268.00,14,16,15,15,106,15,14,32,44,14,81,456,217,1
17:42:51,270.00,16,16,15,15,163,14,15,36,47,15,84,454,216,1
17:42:54,272.00,16,15,16,15,179,15,15,38,47,15,89,455,218,1
17:43:00,136.00,15,14,76,15,153,15,14,14,15,15,15,14,36,11
17:43:02,146.00,15,15,101,15,51,15,15,15,15,15,15,14,60,11
17:43:04,143.00,15,14,111,15,43,15,15,14,15,15,15,15,55,11
17:43:06,133.00,15,15,94,14,75,14,14,15,14,14,14,16,50,11
17:43:09,135.00,14,16,99,14,97,15,15,15,14,15,15,16,56,11
17:43:11,133.00,15,15,89,15,61,15,15,15,16,15,14,14,63,11
17:43:13,133.00,14,15,108,15,90,16,14,15,15,14,14,15,70,11
17:43:15,133.00,15,15,106,15,99,15,15,14,15,15,15,15,70,11
17:43:17,138.00,16,15,100,14,111,14,15,15,15,15,15,14,68,11
17:43:19,132.00,14,14,83,15,97,15,15,15,15,15,15,15,76,11
17:43:21,134.00,15,15,102,14,97,15,15,15,15,15,15,14,77,11
17:43:24,131.00,15,14,99,15,109,16,14,15,15,14,15,15,85,11
17:43:26,131.00,15,15,100,16,86,15,15,15,16,15,14,14,78,11
17:43:28,132.00,14,14,98,15,100,15,15,15,14,15,14,16,71,11
17:43:30,130.00,15,15,105,15,106,14,14,15,14,15,15,16,75,11
17:43:32,132.00,15,15,101,15,100,15,15,14,15,16,15,15,75,11
17:43:34,131.00,14,15,107,15,98,15,15,16,15,15,14,15,74,11
17:43:36,133.00,14,15,105,14,112,16,15,15,16,14,15,15,77,11
17:43:39,130.00,15,16,105,15,104,15,14,15,15,15,15,15,77,11
17:43:41,131.00,14,15,106,15,102,15,15,14,15,15,15,15,78,11
17:43:43,131.00,15,15,103,15,103,14,15,15,16,15,15,15,74,11
17:43:45,132.00,15,15,101,15,132,15,16,15,15,15,15,16,77,11
17:43:47,131.00,15,15,107,15,89,15,15,16,15,15,15,15,75,11
17:43:54,16.00,16,15,15,16,16,15,15,15,14,15,143,537,115,11
17:43:56,16.00,15,15,14,16,15,15,15,15,15,15,137,540,131,11
17:43:58,16.00,15,14,15,15,15,15,15,15,14,15,141,544,137,11
17:44:00,15.00,15,15,15,16,16,15,14,15,16,15,140,546,143,11
17:44:02,15.00,16,14,15,15,16,15,15,15,15,15,132,551,142,11
17:44:04,15.00,14,14,15,15,15,15,14,15,15,15,137,555,147,11
17:44:06,16.00,15,15,14,15,16,15,15,15,14,15,124,557,144,11
17:44:09,16.00,15,14,14,15,15,15,15,15,15,15,131,557,146,11
17:44:11,15.00,14,15,14,15,15,15,14,15,15,16,135,557,148,11
17:44:13,16.00,15,15,16,15,15,15,15,16,15,16,134,559,150,11
17:44:15,15.00,16,16,15,15,15,15,16,16,15,15,126,557,152,11
17:44:17,15.00,15,15,15,16,16,15,15,15,16,15,126,557,151,11
17:44:19,15.00,15,15,16,13,15,14,15,15,15,14,114,556,139,11
17:44:21,16.00,16,15,15,15,15,16,15,15,14,15,76,556,142,11
17:44:24,16.00,15,15,15,15,15,15,15,16,14,15,122,560,141,11
17:44:26,15.00,15,15,15,15,15,15,15,14,14,15,114,558,145,11
17:44:28,15.00,14,14,15,15,16,15,15,15,15,15,135,558,150,11
17:44:30,16.00,14,15,14,16,15,14,15,14,15,15,142,558,152,11
17:44:32,16.00,15,15,16,15,15,15,15,16,15,15,122,558,157,11
17:44:34,16.00,15,15,15,15,15,16,15,16,15,15,97,558,154,11
17:44:41,253.00,16,16,15,16,15,15,15,15,16,16,16,478,16,111
17:44:43,198.00,15,16,15,15,16,15,15,16,15,15,16,523,16,111
17:44:45,198.00,16,15,15,15,16,16,16,16,15,15,16,591,15,111
17:44:47,197.00,16,15,15,15,15,15,15,16,16,15,16,568,16,111
17:44:49,192.00,16,15,15,15,15,15,16,15,15,16,16,564,15,111
17:44:51,197.00,15,15,15,14,16,16,15,15,15,15,16,560,15,111
17:44:54,193.00,15,15,16,15,15,15,15,16,15,14,15,559,16,111
17:44:56,198.00,15,15,15,16,15,15,14,15,15,15,15,557,15,111
17:44:58,198.00,16,15,15,15,14,15,15,15,16,16,15,559,15,111
17:45:04,162.00,16,19,15,16,103,15,15,51,41,16,15,509,15,1111
17:45:06,159.00,14,15,15,16,178,15,15,47,36,15,16,486,15,1111
17:45:09,165.00,16,16,16,16,268,99,55,73,15,15,15,363,16,1111
17:45:11,166.00,15,15,15,15,308,35,85,129,15,15,15,429,15,1111
17:45:13,163.00,16,15,15,15,330,15,20,154,21,15,16,466,15,1111
17:45:15,162.00,16,16,15,16,315,16,68,60,16,16,16,455,16,1111
17:45:17,166.00,16,16,16,15,164,16,17,191,45,16,16,481,16,1111
17:45:19,161.00,16,17,16,16,215,15,16,112,42,16,16,463,16,1111
17:45:21,163.00,16,16,15,15,283,15,16,144,38,16,16,460,16,1111
17:45:23,162.00,15,15,15,15,212,15,55,189,73,16,15,482,15,1111
17:45:26,164.00,16,15,15,16,269,16,15,101,46,16,16,467,15,1111
17:45:28,165.00,15,16,16,16,304,16,16,121,45,15,15,463,15,1111
17:45:30,165.00,15,16,16,15,294,16,15,123,48,16,16,459,16,1111
17:45:32,166.00,16,16,15,15,307,15,16,144,49,16,16,461,15,1111
17:45:34,165.00,16,16,15,16,309,15,16,143,51,15,15,463,15,1111
17:45:36,165.00,15,15,15,15,306,15,15,140,50,15,15,464,16,1111
17:45:38,166.00,15,15,15,15,313,14,15,144,50,15,15,463,16,1111
17:45:41,166.00,15,15,15,15,322,15,15,153,50,15,15,462,16,1111
17:45:43,165.00,15,15,15,16,320,16,15,146,46,15,15,462,16,1111
17:45:45,166.00,15,15,16,16,318,15,16,142,47,16,16,464,15,1111
17:45:47,167.00,15,16,16,15,316,17,16,134,45,16,16,462,15,1111
17:46:43,57.00,15,16,37,16,213,15,16,18,114,109,16,331,462,1
17:46:45,102.00,15,15,43,16,250,15,16,95,110,56,15,310,459,1
17:46:47,137.00,16,60,16,16,154,15,16,34,71,85,16,340,501,1
17:46:49,171.00,16,29,14,15,67,15,16,16,94,69,15,314,500,1
17:46:51,172.00,15,16,15,15,178,15,15,43,99,50,15,293,500,1
17:46:53,163.00,15,16,15,15,153,16,15,40,94,60,15,304,504,1
17:46:56,163.00,16,15,15,16,172,15,16,50,92,63,16,305,504,1
17:46:58,155.00,16,15,16,14,161,15,15,42,98,64,16,316,506,1
17:47:00,161.00,15,16,15,16,145,15,15,41,101,68,15,317,506,1
17:47:02,161.00,15,16,15,14,153,15,16,44,104,66,16,320,508,1
17:47:04,162.00,16,16,16,15,152,15,16,45,98,66,15,317,506,1
17:47:06,162.00,15,15,14,15,151,15,15,41,102,64,16,320,507,1
17:47:08,163.00,15,16,15,15,155,15,16,42,105,66,15,322,508,1
17:47:11,163.00,15,16,16,15,162,15,15,44,99,63,15,319,508,1
17:47:13,168.00,16,16,15,16,142,16,16,40,105,63,16,325,509,1
17:47:15,167.00,15,15,15,16,162,15,16,44,105,56,16,319,510,1
17:47:17,166.00,15,15,16,16,159,15,16,32,92,62,15,323,508,1
17:47:19,170.00,16,16,15,14,145,16,16,36,103,64,15,327,510,1
17:47:21,168.00,15,16,15,15,166,15,15,35,87,60,15,324,509,1
17:47:23,169.00,15,15,15,16,157,16,15,46,99,56,15,326,510,1
17:47:26,171.00,15,15,15,16,164,15,16,35,100,65,15,328,510,1
17:47:28,171.00,16,17,16,15,164,16,15,40,97,59,16,326,509,1
17:47:30,170.00,16,14,21,16,167,16,15,43,101,63,15,327,511,1
17:47:32,171.00,14,14,20,15,165,15,16,26,84,68,15,329,512,1
17:47:34,171.00,16,16,27,16,166,16,16,35,80,69,16,328,511,1
17:47:36,169.00,15,16,30,16,164,16,16,38,85,69,16,329,511,1
17:47:38,173.00,15,17,29,15,158,15,15,25,85,70,15,332,512,1
17:47:41,132.00,16,37,31,15,149,16,15,23,71,67,17,351,506,1
17:47:43,148.00,16,40,28,14,159,16,16,34,87,74,15,339,507,1
17:47:45,152.00,17,43,31,15,162,16,15,27,88,76,15,345,509,1
17:47:47,150.00,16,43,35,16,163,16,16,29,79,75,17,341,509,1
17:47:49,153.00,15,43,37,15,160,16,15,37,86,71,15,341,509,1
17:47:51,142.00,16,39,40,15,160,15,15,40,92,71,15,327,519,1
17:47:53,215.00,15,15,15,16,224,55,15,15,67,20,16,288,502,1
17:47:55,209.00,16,15,15,15,236,36,15,16,64,36,16,291,504,1
17:47:58,211.00,15,15,16,15,229,42,16,16,73,45,15,308,505,1
17:48:00,210.00,15,15,15,16,239,36,15,16,70,44,16,298,500,1
17:48:02,206.00,16,16,18,16,240,36,15,16,74,49,15,300,503,1
17:48:04,209.00,16,16,31,15,241,40,14,16,77,52,16,304,503,1
17:48:06,210.00,15,16,28,16,244,41,17,16,75,49,15,303,505,1
17:48:08,209.00,15,15,33,16,244,44,16,16,75,51,15,302,504,1
17:48:10,213.00,15,16,34,15,243,17,16,15,75,49,16,307,504,1
17:48:13,212.00,16,16,39,15,247,27,16,14,74,53,16,300,502,1
17:48:15,206.00,16,16,43,16,246,19,15,15,75,54,16,300,503,1
17:48:17,212.00,15,16,27,15,237,16,15,15,79,54,16,305,503,1
17:48:19,233.00,15,15,15,15,179,70,16,16,67,21,16,300,538,1
17:48:21,161.00,15,15,15,16,191,43,15,15,96,59,16,317,496,1
17:48:23,171.00,15,16,15,15,196,42,15,15,88,54,15,317,498,1
17:48:25,177.00,15,15,15,15,197,54,15,15,89,63,16,319,498,1
17:48:28,173.00,15,15,16,15,200,47,14,14,88,54,16,315,498,1
17:48:30,177.00,15,15,15,15,202,40,15,15,69,66,15,318,499,1
17:48:32,173.00,15,15,15,16,205,52,16,15,72,51,16,314,499,1
17:48:47,541.00,16,16,302,16,29,16,16,16,16,47,254,236,404,11
17:48:49,544.00,15,15,314,16,31,16,16,16,16,53,258,230,406,11
17:48:51,546.00,16,16,309,15,38,15,16,15,15,48,240,228,410,11
17:48:53,546.00,16,16,317,15,29,16,16,15,16,49,255,229,413,11
17:48:55,545.00,16,17,319,15,29,15,16,15,15,50,269,226,414,11
17:48:58,546.00,15,16,320,14,33,16,15,16,15,54,268,228,418,11
17:49:00,546.00,15,16,322,16,28,15,16,17,16,55,270,226,419,11
17:49:02,544.00,15,15,330,16,27,16,16,16,16,55,269,224,419,11
17:49:04,546.00,16,15,329,15,33,16,16,16,15,56,273,232,422,11
17:49:06,546.00,15,16,329,15,27,16,15,15,16,56,267,225,421,11
17:49:15,354.00,16,16,16,66,16,16,16,104,404,39,277,283,16,11
17:49:17,358.00,16,15,15,60,15,16,16,95,424,55,267,286,15,11
17:49:19,359.00,16,16,15,61,16,16,15,103,442,55,295,283,16,11
17:49:21,360.00,16,16,16,65,16,17,16,115,424,54,283,284,16,11
17:49:23,361.00,17,17,16,35,16,16,16,119,432,56,287,284,16,11
17:49:25,361.00,14,16,15,52,17,16,16,127,432,57,285,282,16,11
17:49:28,362.00,16,15,16,44,16,16,16,123,434,57,292,285,16,11
17:49:30,362.00,15,15,16,44,16,15,16,133,449,55,289,278,16,11
17:49:32,362.00,16,16,16,44,16,16,14,139,436,57,285,280,16,11
17:49:34,362.00,16,15,16,36,16,16,15,140,445,53,286,279,15,11
17:49:36,361.00,15,15,16,30,16,15,15,135,435,54,280,281,16,11
17:49:45,470.00,16,16,15,15,16,16,16,15,16,16,16,222,15,111
17:49:47,470.00,16,17,17,16,17,15,15,16,16,16,16,233,16,111
17:49:49,471.00,16,15,15,15,15,15,16,16,15,15,15,230,16,111
17:49:51,470.00,16,15,16,16,16,16,16,16,16,16,17,229,16,111
17:49:53,468.00,15,15,16,15,16,16,15,15,15,15,15,256,15,111
17:49:55,467.00,16,16,16,17,16,16,16,16,16,16,16,255,16,111
17:49:58,470.00,16,16,17,17,16,17,16,16,16,16,15,278,17,111
17:50:00,469.00,16,16,16,17,17,17,17,17,17,16,16,237,16,111
17:50:02,469.00,16,16,17,16,17,16,17,17,17,16,16,239,16,111
17:50:19,421.00,16,16,115,50,310,17,166,180,185,16,160,419,307,1111
17:50:21,420.00,16,17,136,40,319,16,181,177,187,15,148,421,309,1111
17:50:23,419.00,17,17,129,29,324,16,170,171,185,16,151,424,311,1111
17:50:25,418.00,16,16,140,17,315,16,175,182,179,17,153,425,310,1111
17:50:27,419.00,16,17,137,36,327,16,184,193,193,17,149,422,309,1111
17:50:30,420.00,16,17,118,38,331,17,184,195,173,17,142,424,312,1111
17:50:32,415.00,16,17,144,39,292,16,182,185,188,16,156,422,311,1111
17:50:34,417.00,17,17,154,41,305,17,184,186,182,17,154,422,312,1111
17:50:36,419.00,16,16,153,37,309,15,194,190,190,15,150,426,314,1111
17:50:38,418.00,17,17,156,32,311,17,187,189,192,17,151,420,311,1111
17:50:40,420.00,17,16,166,36,315,17,193,195,188,16,151,424,315,1111
17:50:42,420.00,16,16,157,39,321,16,183,196,179,17,148,425,316,1111
17:50:45,417.00,17,16,133,16,369,16,172,190,186,16,152,423,306,1111
17:50:47,416.00,16,17,164,17,301,17,232,178,185,16,140,424,311,1111
17:50:49,420.00,16,16,122,17,384,17,180,165,173,16,203,438,316,1111
17:50:51,422.00,17,16,139,17,374,17,147,176,165,15,218,445,322,1111
17:50:53,414.00,16,16,159,17,426,17,142,179,179,17,220,442,320,1111
17:50:55,413.00,17,16,145,16,373,16,98,200,172,16,224,447,320,1111
17:50:57,414.00,15,16,161,16,343,17,123,193,209,16,218,444,319,1111
17:51:00,413.00,16,16,155,17,320,16,115,189,212,18,223,443,315,1111
17:51:02,413.00,17,16,154,17,344,17,98,203,214,17,229,446,320,1111